pathway_id,pathway_name,pathway_size,overlap,common_genes_in_pathway,p_value
R-HSA-6802952,pathway_2276,61,3,"BRAF,BCL2L11,LSR",0.560814434121234
path:hsa04723,pathway_341,148,7,"NDUFS8,NDUFV1,NDUFS3,SLC17A6,NDUFS2,NDUFV2,NDUFS7",0.562119704063941
SMP00534,pathway_622,17,1,GNPDA1,0.5639923792183875
SMP00318,pathway_526,17,1,BAAT,0.5639923792183875
SMP00317,pathway_512,17,1,BAAT,0.5639923792183875
SMP00316,pathway_480,17,1,BAAT,0.5639923792183875
SMP00315,pathway_479,17,1,BAAT,0.5639923792183875
SMP00045,pathway_452,17,1,GNPDA1,0.5639923792183875
SMP00720,pathway_442,17,1,BAAT,0.5639923792183875
SMP00035,pathway_417,17,1,BAAT,0.5639923792183875
SMP00314,pathway_478,17,1,BAAT,0.5639923792183875
SMP00216,pathway_398,17,1,GNPDA1,0.5639923792183875
SMP00217,pathway_397,17,1,GNPDA1,0.5639923792183875
WP692,pathway_1638,17,1,G6PD,0.5639923792183875
path:hsa00120,pathway_253,17,1,BAAT,0.5639923792183875
R-HSA-5656121,pathway_1757,17,1,POLI,0.5639923792183875
R-HSA-1839126,pathway_4625,17,1,FGF3,0.5639923792183875
path:hsa00910,pathway_86,17,1,CA9,0.5639923792183875
R-HSA-5655862,pathway_1722,17,1,POLK,0.5639923792183875
SMP00390,pathway_665,17,1,GNPDA1,0.5639923792183875
cdc42racpathway,pathway_3819,17,1,PIK3CA,0.5639923792183875
R-HSA-2033519,pathway_3901,17,1,FGF3,0.5639923792183875
SMP00240,pathway_945,17,1,GNPDA1,0.5639923792183875
R-HSA-163615,pathway_3698,17,1,PRKAR1A,0.5639923792183875
actinypathway,pathway_4134,17,1,ABL2,0.5639923792183875
WP368,pathway_1289,17,1,ACADVL,0.5639923792183875
WP3413,pathway_1245,17,1,PLAT,0.5639923792183875
R-HSA-9707587,pathway_4184,17,1,NFE2L2,0.5639923792183875
R-HSA-5576891,pathway_3820,105,5,"STIM1,ATP2B4,ATP2B1,ATP2B3,ATP2B2",0.564588036088052
path:hsa04141,pathway_195,170,8,"NFE2L2,ERP29,UGGT2,BCL2,PREB,BAX,ERLEC1,OS9",0.5650110450248786
R-HSA-382551,pathway_2904,641,30,"HFE,LDLR,SLC17A6,ANGPTL3,ATP2B1,TRPV5,LPA,ATP2B2,PRKAR1A,LSR,SPG7,TRPM7,LMF2,HDLBP,TRPV6,ERLEC1,MYLIP,ATP2B3,OS9,TRPC7,ERLIN2,IREB2,ERLIN1,VLDLR,GNAS,PIP,LPL,TRPV4,ATP2B4,LIPG",0.5671914222290312
R-HSA-392499,pathway_2220,1934,91,"CISH,APCS,MMP1,STAM,PLA2G7,TOP1,MMP2,F10,IDE,UBA1,POLB,SPTBN4,IGF1,SNCA,APLP2,APP,SMC5,ACTB,TGFB1,UGGT2,F5,MPI,MDGA1,STAMBP,SMC3,BST1,PSCA,TGFA,F2,TCP1,RPL28,TDG,ACTL6A,IL6,PTEN,PPARG,F9,CYLD,PARP1,SMC1A,F8,RECK,USP21,PREB,TGOLN2,SPTBN5,FPGT,STS,AR,SRP72,LMO7,MEPE,ACE2,MITF,MME,RNF168,SRP9,CDH2,INS,PGR,OS9,SRP54,SP100,SCG3,PROS1,TAB1,SRP14,FOXL2,WDTC1,EPAS1,PML,SP3,PROC,SRP68,TP53,STAT3,ANPEP,TGFBR1,CDC73,HIC1,F7,SRP19,SMC6,UBA2,PPARGC1A,NUB1,TRIM13,COL7A1,PGAP1,ACE,NLRP3",0.567347716346276
R-HSA-162906,pathway_3086,192,9,"RNMT,CHMP6,SUPT16H,CDK9,CHMP4C,TSG101,CD4,LIG4,PPIA",0.5677982443322818
R-HSA-1640170,pathway_3563,621,29,"CDC45,CDKN1A,TOP3A,SMC3,AKT3,TP53,RMI1,LIG1,SMC2,AKT2,CHMP4C,ENSA,CDC6,CDC26,HMMR,SMC4,HJURP,NCAPG2,ATRX,RNF168,SYCP2,SIRT2,CDC7,CHMP6,FZR1,SMC1B,CCND1,AKT1,SMC1A",0.5717951169457718
R-HSA-438064,pathway_4334,62,3,"PRKAR1A,DLG4,MAPT",0.5719394054685734
R-HSA-75955,pathway_2857,62,3,"SUPT16H,CDC73,CDK9",0.5719394054685734
R-HSA-112382,pathway_2856,62,3,"SUPT16H,CDC73,CDK9",0.5719394054685734
,pathway_2064,62,3,"TOLLIP,TAB2,TAB1",0.5719394054685734
R-HSA-9031628,pathway_2107,40,2,"EGR3,F3",0.5743220022644443
R-HSA-432040,pathway_1969,40,2,"PRKAR1A,GNAS",0.5743220022644443
WP5072,pathway_1603,63,3,"LAT,AKT1,LCP2",0.5828876027532524
path:hsa03040,pathway_196,151,7,"RP9,PRPF19,ACIN1,PLRG1,PPIH,PPIE,PRPF6",0.5835254935299345
WP536,pathway_1615,151,7,"PRKAR1A,STIM2,GNAS,ADRB1,ATP2B1,ATP2B3,ATP2B2",0.5835254935299345
SMP00498,pathway_329,18,1,MIF,0.5847799506669523
WP697,pathway_1641,18,1,STS,0.5847799506669523
path:hsa00061,pathway_249,18,1,FASN,0.5847799506669523
Glycosphingolipid biosynthesis - globoseries,pathway_2889,18,1,GLA,0.5847799506669523
R-HSA-8854691,pathway_3341,18,1,STAT3,0.5847799506669523
WP5061,pathway_1598,18,1,DBI,0.5847799506669523
R-HSA-5654704,pathway_3111,18,1,SOS1,0.5847799506669523
R-HSA-5654710,pathway_3180,18,1,PIK3CA,0.5847799506669523
SMP00494,pathway_325,18,1,MIF,0.5847799506669523
arenrf2pathway,pathway_3353,18,1,NFE2L2,0.5847799506669523
R-HSA-8964315,pathway_4666,18,1,BTK,0.5847799506669523
R-HSA-202131,pathway_3958,18,1,AKT1,0.5847799506669523
R-HSA-9022699,pathway_2272,18,1,MET,0.5847799506669523
WP1992,pathway_1101,18,1,IGF1,0.5847799506669523
R-HSA-181429,pathway_4216,18,1,SYN3,0.5847799506669523
Propanoate metabolism,pathway_2296,18,1,DBI,0.5847799506669523
SMP00218,pathway_702,18,1,MIF,0.5847799506669523
SMP00190,pathway_655,18,1,MIF,0.5847799506669523
R-HSA-5654221,pathway_2677,18,1,FGF3,0.5847799506669523
SMP00169,pathway_545,18,1,MIF,0.5847799506669523
SMP00006,pathway_532,18,1,MIF,0.5847799506669523
SMP00533,pathway_621,18,1,MIF,0.5847799506669523
R-HSA-6782315,pathway_4540,41,2,"CTU2,METTL1",0.5878642432802605
bmppathway,pathway_3763,41,2,"TAB2,TAB1",0.5878642432802605
R-HSA-8953854,pathway_2264,583,27,"ELAVL2,TNFSF13,PDCD7,SLBP,DCP1B,PLRG1,PPIH,PPIE,HNRNPA0,DCP2,MAPKAPK2,RNMT,ADAR,CSTF2T,PRPF19,FCF1,METTL3,MRM1,GPKOW,SMG1,METTL1,DCPS,RPL28,CTU2,PRPF6,DCP1A,AKT1",0.5887846569124792
R-HSA-446203,pathway_3285,283,13,"UGGT2,F5,PREB,TRIM13,MPI,SPTBN5,TGFA,FPGT,COL7A1,OS9,INS,SPTBN4,F8",0.5936086310574322
,pathway_2089,64,3,"TOLLIP,TAB2,TAB1",0.5936561109337914
R-HSA-373755,pathway_2448,64,3,"RRAS,MET,TREM2",0.5936561109337914
endothelinpathway,pathway_3785,64,3,"AKT1,MMP1,GNAS",0.5936561109337914
R-HSA-8986944,pathway_2349,64,3,"PPARG,MET,BDNF",0.5936561109337914
era_genomic_pathway,pathway_3414,64,3,"CCND1,PGR,STAT5A",0.5936561109337914
R-HSA-9035034,pathway_4355,42,2,"ACTB,ESYT1",0.6010838241609848
R-HSA-5620920,pathway_2531,42,2,"PKD1,PKD2",0.6010838241609848
WP3998,pathway_1351,42,2,"NGF,NHLH2",0.6010838241609848
R-HSA-9707564,pathway_2851,65,3,"NFE2L2,NLRP3,STAT3",0.6042424299811184
R-HSA-8978868,pathway_2791,176,8,"MAPKAPK2,FADS2,CRAT,THRSP,ACADVL,DBI,FASN,ACOT7",0.604521892705689
,pathway_1023,19,1,AKT1,0.6045773964668608
R-HSA-174414,pathway_4222,19,1,LIG1,0.6045773964668608
malpathway,pathway_4097,19,1,MAP3K1,0.6045773964668608
SMP00063,pathway_832,19,1,CAT,0.6045773964668608
R-HSA-77595,pathway_1777,19,1,CSTF2T,0.6045773964668608
WP404,pathway_1358,19,1,POLB,0.6045773964668608
R-HSA-111931,pathway_3699,19,1,PRKAR1A,0.6045773964668608
R-HSA-2995383,pathway_3342,19,1,SIRT2,0.6045773964668608
R-HSA-392851,pathway_4485,19,1,GNAS,0.6045773964668608
R-HSA-416700,pathway_2447,19,1,TREM2,0.6045773964668608
PWY-5328,pathway_1841,19,1,DLD,0.6045773964668608
prionpathway,pathway_2217,19,1,BCL2,0.6045773964668608
path:hsa04512,pathway_15,88,4,"FREM2,RELN,HMMR,FRAS1",0.6090109849376553
path:hsa04270,pathway_215,133,6,"ACTA2,BRAF,GNAS,GUCY1A2,CALCRL,ACTG2",0.6122203248851227
WP4249,pathway_1395,43,2,"CCND1,BCL2",0.613980724440598
WP4823,pathway_1538,43,2,"FOXC2,SLIT2",0.613980724440598
Vitamin E metabolism,pathway_2345,43,2,"BAAT,ACOT7",0.613980724440598
R-HSA-5696395,pathway_2042,43,2,"PARP2,PARP1",0.613980724440598
integrin1_pathway,pathway_3444,66,3,"TGFBI,PLAU,COL7A1",0.6146444545644028
,pathway_2102,66,3,"TOLLIP,TAB2,TAB1",0.6146444545644028
SMP00355,pathway_404,20,1,GAPDH,0.623431830977875
R-HSA-6804760,pathway_3915,20,1,TP53,0.623431830977875
WP3869,pathway_1304,20,1,PRKAR1A,0.623431830977875
WP732,pathway_1652,20,1,MAPKAPK2,0.623431830977875
PWY-6368,pathway_1659,20,1,PTEN,0.623431830977875
lis1pathway,pathway_3994,20,1,RELN,0.623431830977875
R-HSA-438066,pathway_4448,20,1,DLG4,0.623431830977875
R-HSA-9603798,pathway_4519,20,1,PXMP4,0.623431830977875
R-HSA-8949215,pathway_4465,20,1,SPG7,0.623431830977875
PWY-6358,pathway_4170,20,1,PTEN,0.623431830977875
R-HSA-193368,pathway_3153,20,1,BAAT,0.623431830977875
R-HSA-68867,pathway_1917,20,1,CDC6,0.623431830977875
R-HSA-2028269,pathway_3806,20,1,CASP3,0.623431830977875
R-HSA-5654719,pathway_3233,20,1,SOS1,0.623431830977875
R-HSA-190241,pathway_3117,20,1,FGF3,0.623431830977875
R-HSA-9013508,pathway_2388,20,1,STAT1,0.623431830977875
smad2_3pathway,pathway_3452,20,1,MAP3K1,0.623431830977875
R-HSA-3000170,pathway_3844,20,1,TGFB1,0.623431830977875
R-HSA-5654720,pathway_3266,20,1,PIK3CA,0.623431830977875
R-HSA-168927,pathway_2928,20,1,TLR3,0.623431830977875
R-HSA-5654706,pathway_3152,20,1,SOS1,0.623431830977875
R-HSA-9707616,pathway_2373,20,1,TLR4,0.623431830977875
R-HSA-69186,pathway_2862,20,1,LIG1,0.623431830977875
arf_3pathway,pathway_2807,20,1,CD4,0.623431830977875
R-HSA-6782135,pathway_2237,67,3,"PRPF19,PPIE,POLK",0.6248604541313556
WP1545,pathway_1082,67,3,"CCND1,TP53,CDKN1A",0.6248604541313556
R-HSA-453276,pathway_3561,44,2,"CDC26,FZR1",0.6265556571136842
integrin3_pathway,pathway_4046,44,2,"TGFBI,PLAU",0.6265556571136842
R-HSA-174143,pathway_3774,44,2,"CDC26,FZR1",0.6265556571136842
R-HSA-69236,pathway_2574,44,2,"CCND1,CDKN1A",0.6265556571136842
R-HSA-69231,pathway_2573,44,2,"CCND1,CDKN1A",0.6265556571136842
R-HSA-1461957,pathway_3686,44,2,"TLR1,TLR2",0.6265556571136842
R-HSA-5362517,pathway_4439,44,2,"DLD,PDK4",0.6265556571136842
plk1_pathway,pathway_3448,44,2,"ECT2,FZR1",0.6265556571136842
path:hsa04976,pathway_111,90,4,"LDLR,SCTR,BAAT,GNAS",0.6267571197317251
R-HSA-8876198,pathway_3287,90,4,"AKT3,MADD,AKT1,AKT2",0.6267571197317251
path:hsa04726,pathway_58,113,5,"CASP3,BRAF,GNAS,APP,DUSP1",0.6300146106581219
R-HSA-111885,pathway_3780,91,4,"PRKAR1A,PDE4C,PDE4D,PDE4B",0.6354352391517304
R-HSA-373080,pathway_4315,91,4,"CALCRL,IAPP,SCTR,GNAS",0.6354352391517304
R-HSA-6811438,pathway_2526,45,2,"ALPP,CUX1",0.6388099989374639
R-HSA-975634,pathway_4370,45,2,"LDLR,LPL",0.6388099989374639
R-HSA-8849932,pathway_4679,21,1,DLG4,0.6413881288473844
R-HSA-164938,pathway_4471,21,1,CD4,0.6413881288473844
Mono-unsaturated fatty acid beta-oxidation,pathway_2321,21,1,DBI,0.6413881288473844
pgc1apathway,pathway_3747,21,1,PPARGC1A,0.6413881288473844
R-HSA-2142691,pathway_2382,21,1,MAPKAPK2,0.6413881288473844
R-HSA-8978934,pathway_4092,21,1,AKT1,0.6413881288473844
path:hsa00770,pathway_146,21,1,DPYD,0.6413881288473844
R-HSA-1234176,pathway_4669,21,1,EPAS1,0.6413881288473844
R-HSA-2173795,pathway_3126,21,1,PARP1,0.6413881288473844
R-HSA-176412,pathway_1889,21,1,CDC26,0.6413881288473844
rhoa_reg_pathway,pathway_4347,46,2,"ECT2,NET1",0.6507457256985152
path:hsa04912,pathway_110,93,4,"MMP2,MAP3K1,SOS1,GNAS",0.6523949406970087
R-HSA-390466,pathway_2751,93,4,"TP53,ACTB,TCP1,STAT3",0.6523949406970087
path:hsa05120,pathway_159,70,3,"PTPRZ1,MET,CASP3",0.6543802128950378
R-HSA-9013026,pathway_3988,70,3,"ACTC1,ECT2,NET1",0.6543802128950378
R-HSA-9613829,pathway_3648,22,1,RNASE1,0.6584890313773595
WP4320,pathway_1417,22,1,TP53,0.6584890313773595
R-HSA-5654712,pathway_3224,22,1,SOS1,0.6584890313773595
R-HSA-141405,pathway_1882,22,1,CDC26,0.6584890313773595
R-HSA-141430,pathway_1881,22,1,CDC26,0.6584890313773595
WP357,pathway_1250,22,1,FASN,0.6584890313773595
R-HSA-2979096,pathway_2253,22,1,PSEN1,0.6584890313773595
PWY-6558,pathway_1803,22,1,GLCE,0.6584890313773595
R-HSA-392170,pathway_4213,22,1,P2RY12,0.6584890313773595
path:hsa00900,pathway_236,22,1,ZMPSTE24,0.6584890313773595
SMP00011,pathway_738,22,1,PIK3CA,0.6584890313773595
WP4760,pathway_1519,22,1,ATP2B2,0.6584890313773595
PWY-4061,pathway_2974,22,1,ANPEP,0.6584890313773595
R-HSA-442982,pathway_4270,22,1,DLG4,0.6584890313773595
R-HSA-9013149,pathway_4167,185,8,"ESYT1,NCF1,NCF2,ECT2,PIK3CA,SOS1,NCF4,ABL2",0.6601525311993566
path:hsa05150,pathway_198,94,4,"HLA-DRB1,SELPLG,HLA-DRB5,CAMP",0.6606744329740897
R-HSA-167169,pathway_2925,47,2,"SUPT16H,CDK9",0.6623653521301047
R-HSA-381340,pathway_3818,47,2,"PPARG,PPARGC1A",0.6623653521301047
arf6_traffickingpathway,pathway_3537,47,2,"CDH1,INS",0.6623653521301047
R-HSA-167200,pathway_2912,47,2,"SUPT16H,CDK9",0.6623653521301047
R-HSA-167246,pathway_2913,47,2,"SUPT16H,CDK9",0.6623653521301047
WP2880,pathway_1212,71,3,"NR1I3,PDE4B,CCL2",0.6638416302359662
WP702,pathway_1644,186,8,"FMO3,FMO5,GLYAT,NAT10,FMO4,FMO1,FMO2,BAAT",0.6660396408626776
R-HSA-69473,pathway_2400,95,4,"TP53,TOP3A,RNF168,RMI1",0.6688192576626242
R-HSA-199992,pathway_2641,72,3,"APP,TGOLN2,TPD52",0.6731133260761557
WP4312,pathway_1414,48,2,"BRAF,SMC1A",0.6736718761846736
WP4758,pathway_1518,48,2,"ZMPSTE24,EMP2",0.6736718761846736
ccr3pathway,pathway_3731,23,1,GNAS,0.6747752478447353
WP3612,pathway_1259,23,1,NFE2L2,0.6747752478447353
prlsignalingeventspathway,pathway_3581,23,1,CDKN1A,0.6747752478447353
R-HSA-212676,pathway_2243,23,1,SYN3,0.6747752478447353
Di-unsaturated fatty acid beta-oxidation,pathway_2311,23,1,DBI,0.6747752478447353
R-HSA-1234174,pathway_2383,23,1,EPAS1,0.6747752478447353
R-HSA-9617324,pathway_4340,23,1,DLG4,0.6747752478447353
Butanoate metabolism,pathway_2839,23,1,DBI,0.6747752478447353
WP262,pathway_1174,23,1,TNF,0.6747752478447353
R-HSA-9620244,pathway_4256,23,1,DLG4,0.6747752478447353
R-HSA-937041,pathway_2854,23,1,TLR4,0.6747752478447353
WP4537,pathway_1459,23,1,MST1,0.6747752478447353
R-HSA-8956321,pathway_3788,23,1,APRT,0.6747752478447353
WP531,pathway_1613,23,1,LIG1,0.6747752478447353
R-HSA-9658195,pathway_3811,323,14,"INSL3,PPAN,PRKAR1A,SCTR,GNAS,ADRB1,IAPP,ACTB,IL6,CALCRL,ACTG1,BTK,ENTPD1,NLRP3",0.679788539576466
path:hsa04310,pathway_125,166,7,"NFATC2,TP53,CCND1,NFATC1,NFATC4,PSEN1,NFATC3",0.6820330634857414
WP2359,pathway_1144,73,3,"CASP8,SNCA,UBA1",0.6821954262702242
WP2029,pathway_1107,49,2,"MYOD1,STAT3",0.6846687273835514
R-HSA-445717,pathway_1974,49,2,"PRKAR1A,GNAS",0.6846687273835514
path:hsa00565,pathway_49,49,2,"PLA2G7,AGPS",0.6846687273835514
R-HSA-6806667,pathway_3883,49,2,"LDLR,LPL",0.6846687273835514
R-HSA-167152,pathway_2979,49,2,"SUPT16H,CDK9",0.6846687273835514
R-HSA-6811440,pathway_2452,49,2,"TGOLN2,RABEPK",0.6846687273835514
WP2249,pathway_1124,24,1,TP53,0.6902855520144261
R-HSA-174154,pathway_1945,24,1,CDC26,0.6902855520144261
ephrinbrevpathway,pathway_3521,24,1,PIK3CA,0.6902855520144261
plexind1_pathway,pathway_3565,24,1,RRAS,0.6902855520144261
path:hsa00534,pathway_355,24,1,GLCE,0.6902855520144261
proteasomepathway,pathway_4010,24,1,UBA1,0.6902855520144261
R-HSA-5223345,pathway_1682,24,1,PIP,0.6902855520144261
R-HSA-167172,pathway_3004,74,3,"SUPT16H,RNMT,CDK9",0.6910883054917045
path:hsa03015,pathway_147,98,4,"ACIN1,RNMT,SMG1,CSTF2T",0.6924404404393164
R-HSA-391251,pathway_3246,98,4,"TP53,ACTB,TCP1,STAT3",0.6924404404393164
R-HSA-5693607,pathway_1976,98,4,"TOP3A,SIRT6,RNF168,RMI1",0.6924404404393164
,pathway_2870,50,2,"PRKAR1A,GNAS",0.6953597189825448
R-HSA-5689880,pathway_2367,214,9,"PTEN,TP53,USP21,CYLD,IDE,AR,TGFBR1,POLB,TAB1",0.6956898984377557
R-HSA-442755,pathway_4341,75,3,"PRKAR1A,DLG4,MAPT",0.6997925713743105
stathminpathway,pathway_4016,25,1,PRKAR1A,0.7050568740728427
R-HSA-9609736,pathway_4191,25,1,DLG4,0.7050568740728427
path:hsa00592,pathway_232,25,1,FADS2,0.7050568740728427
R-HSA-174048,pathway_4651,25,1,CDC26,0.7050568740728427
R-HSA-1538133,pathway_4209,25,1,CDC6,0.7050568740728427
WP2267,pathway_1127,51,2,"SLC17A6,SYN3",0.7057490037076507
path:hsa04971,pathway_121,76,3,"ACTB,GNAS,ACTG1",0.7083090492120552
,pathway_2371,124,5,"BRAF,COL7A1,ACTB,SOS1,SMC3",0.7095270547517883
R-HSA-72165,pathway_2518,52,2,"PDCD7,PRPF6",0.7158410328298549
R-HSA-389960,pathway_4499,26,1,TCP1,0.7191243881989953
R-HSA-68949,pathway_2792,26,1,CDC6,0.7191243881989953
syndecan_3_pathway,pathway_3374,26,1,PSEN1,0.7191243881989953
path:hsa00563,pathway_46,26,1,PGAP1,0.7191243881989953
R-HSA-5689603,pathway_2124,102,4,"ACTB,ACTL6A,TGFBR1,TGFB1",0.7220307028709503
R-HSA-2299718,pathway_3165,78,3,"SMC4,SMC2,NCAPG2",0.7247829423496659
R-HSA-2995410,pathway_3497,78,3,"CHMP4C,SIRT2,CHMP6",0.7247829423496659
R-HSA-2187338,pathway_4517,103,4,"LDLR,PDE6B,LPL,GUCA1A",0.7290889839928664
path:hsa04974,pathway_238,103,4,"CTRL,ACE2,MME,COL7A1",0.7290889839928664
R-HSA-9635486,pathway_4060,27,1,TLR2,0.7325215959799833
R-HSA-6803529,pathway_2011,27,1,ESRP2,0.7325215959799833
R-HSA-167160,pathway_2788,27,1,RNMT,0.7325215959799833
R-HSA-179409,pathway_3514,27,1,CDC26,0.7325215959799833
path:hsa00062,pathway_246,27,1,ACOT7,0.7325215959799833
R-HSA-77075,pathway_2786,27,1,RNMT,0.7325215959799833
R-HSA-1474165,pathway_2221,105,4,"SMC3,SYCP2,SMC1A,SMC1B",0.7428014463718602
R-HSA-4086398,pathway_4075,55,2,"PDE6B,NFATC1",0.7443818038282206
R-HSA-6781823,pathway_2164,55,2,"PRPF19,PPIE",0.7443818038282206
R-HSA-164952,pathway_4671,28,1,CD4,0.7452804058678817
pitx2pathway,pathway_4103,28,1,PROC,0.7452804058678817
R-HSA-6802948,pathway_2180,28,1,BRAF,0.7452804058678817
,pathway_4463,28,1,BRAF,0.7452804058678817
arappathway,pathway_3987,28,1,NCF2,0.7452804058678817
R-HSA-432722,pathway_2594,56,2,"TGOLN2,TPD52",0.7533340309781125
path:hsa04340,pathway_357,56,2,"CCND1,BCL2",0.7533340309781125
R-HSA-69278,pathway_3562,523,22,"CDC45,CDKN1A,SMC3,AKT3,TP53,LIG1,SMC2,AKT2,CHMP4C,ENSA,CDC6,CDC26,HMMR,SMC4,NCAPG2,SIRT2,CDC7,CHMP6,FZR1,CCND1,AKT1,SMC1A",0.7565472283666932
R-HSA-5621480,pathway_2525,29,1,CLEC4D,0.757431208865697
R-HSA-1483191,pathway_2850,29,1,PCYT1B,0.757431208865697
PWY-6564,pathway_1804,29,1,GLCE,0.757431208865697
R-HSA-174184,pathway_1923,29,1,CDC26,0.757431208865697
R-HSA-1855204,pathway_1900,29,1,PTEN,0.757431208865697
R-HSA-72086,pathway_3669,29,1,RNMT,0.757431208865697
R-HSA-189445,pathway_3520,29,1,UROS,0.757431208865697
C21-steroid hormone biosynthesis and metabolism,pathway_2307,57,2,"HDLBP,STS",0.7620145121189308
R-HSA-917937,pathway_2114,57,2,"HFE,IREB2",0.7620145121189308
Tyrosine metabolism,pathway_2287,108,4,"IL4I1,BAAT,MIF,STS",0.7623704453649247
R-HSA-2871796,pathway_3570,108,4,"LAT,MAP3K1,SOS1,LCP2",0.7623704453649247
R-HSA-6807878,pathway_2183,83,3,"SPTBN4,SPTBN5,INS",0.7627748091829868
path:hsa04144,pathway_296,252,10,"IGF1R,CHMP1B,CHMP6,LDLR,STAM,STAMBP,PML,CHMP4C,TSG101,TGFBR1",0.7660266477197979
path:hsa00410,pathway_78,30,1,DPYD,0.7690029506211895
R-HSA-442742,pathway_4281,30,1,DLG4,0.7690029506211895
cdc42_reg_pathway,pathway_3740,30,1,DNMBP,0.7690029506211895
retinoic_acid_pathway,pathway_3940,30,1,AKT1,0.7690029506211895
R-HSA-192105,pathway_3222,30,1,BAAT,0.7690029506211895
R-HSA-399721,pathway_2467,30,1,DLG4,0.7690029506211895
R-HSA-179419,pathway_1944,30,1,CDC26,0.7690029506211895
R-HSA-390918,pathway_2790,30,1,CRAT,0.7690029506211895
R-HSA-399719,pathway_2455,30,1,DLG4,0.7690029506211895
path:hsa00053,pathway_291,30,1,UGDH,0.7690029506211895
WP2023,pathway_1106,58,2,"MYOD1,STAT3",0.7704287915756233
path:hsa05322,pathway_100,134,5,"CD40LG,HLA-DRB5,TNF,HLA-DRB1,SSB",0.7706860758841012
R-HSA-8939236,pathway_4438,85,3,"CBFB,TAL1,TP73",0.7767327842105216
R-HSA-674695,pathway_2737,85,3,"SUPT16H,CDC73,CDK9",0.7767327842105216
p53regulationpathway,pathway_4338,59,2,"AKT1,TP53",0.7785825025515776
R-HSA-196071,pathway_3694,31,1,TSPO,0.7800232000988713
ecmpathway,pathway_3300,31,1,PIK3CA,0.7800232000988713
R-HSA-2022928,pathway_3112,31,1,GLCE,0.7800232000988713
R-HSA-917977,pathway_2113,31,1,HFE,0.7800232000988713
R-HSA-2122948,pathway_4434,31,1,PSEN1,0.7800232000988713
WP2525,pathway_1164,31,1,PHGDH,0.7800232000988713
WP4204,pathway_1380,31,1,ACTL6A,0.7800232000988713
R-HSA-8866652,pathway_3716,31,1,UBA1,0.7800232000988713
R-HSA-2132295,pathway_2544,60,2,"HLA-DRB1,HLA-DRB5",0.7864813461074723
rhopathway,pathway_4080,32,1,NCF2,0.7905182149924419
alphasynuclein_pathway,pathway_4194,32,1,SNCA,0.7905182149924419
WP2363,pathway_1147,32,1,TP53,0.7905182149924419
,pathway_3016,32,1,MCCC1,0.7905182149924419
R-HSA-176409,pathway_1946,32,1,CDC26,0.7905182149924419
R-HSA-392518,pathway_1666,32,1,P2RY12,0.7905182149924419
WP727,pathway_1651,32,1,TNF,0.7905182149924419
R-HSA-170822,pathway_2034,32,1,GCKR,0.7905182149924419
WP4942,pathway_1575,32,1,FANCD2,0.7905182149924419
R-HSA-451326,pathway_2773,32,1,DLG4,0.7905182149924419
R-HSA-9612973,pathway_3662,113,4,"RNASE1,RPTOR,MTOR,MLST8",0.7923830459346555
SMP00297,pathway_573,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00305,pathway_682,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00307,pathway_680,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00660,pathway_551,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00366,pathway_748,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00302,pathway_685,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00661,pathway_553,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00375,pathway_791,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00359,pathway_679,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00301,pathway_686,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00376,pathway_788,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00670,pathway_706,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00296,pathway_574,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00300,pathway_687,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00306,pathway_681,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00298,pathway_571,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00304,pathway_683,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00299,pathway_570,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00663,pathway_505,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00303,pathway_931,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00377,pathway_928,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00379,pathway_927,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00378,pathway_925,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00669,pathway_457,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00668,pathway_455,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00662,pathway_504,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00588,pathway_670,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00664,pathway_506,61,2,"PRKAR1A,ADRB1",0.7941310719375143
SMP00665,pathway_507,61,2,"PRKAR1A,ADRB1",0.7941310719375143
